sample,local_idx,sample_idx,method,reference,Vs1,H,CoV,Vs2,rel_l2_low,rel_l2_low_central,rel_l2_mid,rel_l2_mid_central,rel_l2_high,rel_l2_high_central,rel_l2_all,rel_l2_all_central
2,188,1399,1D Base Case,OpenSees 2-D,189.7341404244504,24.0,0.2855846079066395,895.9073790000466,0.0054281523737678,0.0059278747994271,0.463008005604254,0.4307121358272908,0.664911754268089,0.5994948539017197,0.5123445994853971,0.4613285956703634
2,188,1399,Pretell's approach,OpenSees 2-D,189.7341404244504,24.0,0.2855846079066395,895.9073790000466,0.0039504453640095,0.0027122524131168,0.3839844724789302,0.4878735586188804,0.6527419936554874,0.4001840444267773,0.4604017716010752,0.4598618172937604
2,188,1399,Toro Vs,OpenSees 2-D,189.7341404244504,24.0,0.2855846079066395,895.9073790000466,0.0041854021942512,0.0041854021942512,0.5179557424129305,0.5179557424129305,0.4039362356618546,0.4039362356618546,0.484569486687756,0.484569486687756
2,188,1399,Passeri tts,OpenSees 2-D,189.7341404244504,24.0,0.2855846079066395,895.9073790000466,0.0059220643422991,0.0059220643422991,0.4214472782599871,0.4214472782599871,0.5810902551311005,0.5810902551311005,0.4499447860256063,0.4499447860256063
2,188,1399,Pretell,OpenSees 2-D,189.7341404244504,24.0,0.2855846079066395,895.9073790000466,0.0008225496715575,0.0008225496715575,0.2380676442820034,0.2380676442820034,0.2365958655585101,0.2365958655585101,0.2323923426633398,0.2323923426633398
3,403,3229,GINO,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.260721560414657,0.2229765425586326,0.3552967957287104,0.3790209263511688,0.4735796525052296,0.5155910213251669,0.2927974240384395,0.2815803242256247
3,403,3229,1D Base Case,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.6254306102499142,0.6295407720698598,0.701239615717206,0.7325567479693652,0.5585131355266285,0.6643831306844825,0.6347465964150136,0.6528554561132771
3,403,3229,Pretell's approach,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.5091833125589756,0.6212121043968097,0.5972882826234811,0.6828380822668171,0.5543139292589467,0.6746361845573721,0.526694899784682,0.6365990864416655
3,403,3229,Toro Vs,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.6081834245436836,0.6081834245436836,0.6983822826596011,0.6983822826596011,0.6135658492429672,0.6135658492429672,0.6272088715394544,0.6272088715394544
3,403,3229,Passeri tts,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.6199903850810201,0.6199903850810201,0.7297637141649506,0.7297637141649506,0.6607756493290277,0.6607756493290277,0.6451334482931926,0.6451334482931926
3,403,3229,Pretell,OpenSees 2-D,130.42607289849633,83.0,0.2976677659898996,943.9792966622842,0.4166334288738787,0.4166334288738787,0.6494212047615797,0.6494212047615797,0.6679563782902552,0.6679563782902552,0.4861788173684972,0.4861788173684972
4,525,4086,GINO,OpenSees 2-D,156.93329174337424,57.0,0.2096807096153497,1044.7896507387577,0.0685964251810869,0.0544773045770306,0.3907010864426214,0.3761405572769134,0.485994110360623,0.3598363931652867,0.3919755567589527,0.3561429079302312
